patch_number,MAE Loss PSNR,MAE Loss SSIM,MSE Loss PSNR,MSE Loss SSIM,Tukey Loss PSNR,Tukey Loss SSIM,Charbonnier Loss PSNR,Charbonnier Loss SSIM,TV+MAE Loss PSNR,TV+MAE Loss SSIM,SSIM+MAE Loss PSNR,SSIM+MAE Loss SSIM
622,22.381383895874023,0.6508290767669678,22.345199584960938,0.6446871757507324,22.348487854003906,0.6470974087715149,22.49881935119629,0.6507160663604736,22.354721069335938,0.6453057527542114,22.265235900878906,0.6587945222854614
623,20.910158157348633,0.5163295269012451,21.07528305053711,0.5255795121192932,20.95675277709961,0.519368052482605,20.908729553222656,0.5174558758735657,20.909488677978516,0.5150275230407715,20.907670974731445,0.5391496419906616
624,18.41364288330078,0.5048885941505432,18.493865966796875,0.5130077004432678,18.311508178710938,0.5007796287536621,18.426984786987305,0.5057342052459717,18.357227325439453,0.49922874569892883,18.20821762084961,0.5176965594291687
625,21.423795700073242,0.6018154621124268,21.56308364868164,0.6089690327644348,21.551969528198242,0.6082268953323364,21.522701263427734,0.6058679819107056,21.388729095458984,0.5982837080955505,21.48586654663086,0.6243089437484741
626,24.572599411010742,0.895492672920227,24.86858367919922,0.8973820805549622,24.519535064697266,0.8962181210517883,24.787500381469727,0.8979085087776184,24.816682815551758,0.8995473980903625,24.777677536010742,0.9048701524734497
627,16.290647506713867,0.5038781762123108,16.235111236572266,0.49965134263038635,16.281049728393555,0.5059294700622559,16.273908615112305,0.5037828087806702,16.257362365722656,0.5001016855239868,16.280487060546875,0.5155461430549622
628,19.028955459594727,0.5104815363883972,19.161375045776367,0.5217965245246887,19.078750610351562,0.5166997909545898,19.108362197875977,0.5152244567871094,19.037487030029297,0.5121178030967712,19.070354461669922,0.5290207862854004
629,20.481176376342773,0.5806970000267029,20.542163848876953,0.5876097083091736,20.63542366027832,0.5928183197975159,20.58751678466797,0.5875210762023926,20.51222038269043,0.5853378772735596,20.666913986206055,0.611392080783844
630,19.727664947509766,0.6058953404426575,19.812744140625,0.6125577688217163,19.751585006713867,0.608250617980957,19.782939910888672,0.6086548566818237,19.672225952148438,0.6045274138450623,19.72899055480957,0.6304336786270142
631,27.284269332885742,0.7155159711837769,27.41034698486328,0.719325065612793,27.512571334838867,0.7197765111923218,27.40140724182129,0.7206412553787231,27.221351623535156,0.7136682271957397,27.372421264648438,0.7267135977745056
632,25.661651611328125,0.6404467225074768,25.775352478027344,0.6465144157409668,25.69196891784668,0.6433687210083008,25.71048355102539,0.6449152827262878,25.674266815185547,0.6426015496253967,25.555526733398438,0.6517890691757202
633,15.435874938964844,0.8249698877334595,16.10993003845215,0.8457507491111755,15.11313247680664,0.8342490792274475,16.166393280029297,0.8544676899909973,15.909011840820312,0.8426019549369812,15.890296936035156,0.855006992816925
634,12.665019035339355,0.5947757363319397,13.07874584197998,0.618645191192627,12.211528778076172,0.5898038148880005,12.78504753112793,0.6125839948654175,12.67447566986084,0.6012155413627625,12.819438934326172,0.6247143149375916
635,12.736207008361816,0.5709745287895203,13.096054077148438,0.592589795589447,12.528493881225586,0.5775599479675293,12.676809310913086,0.5811647772789001,12.649595260620117,0.5750828385353088,13.121524810791016,0.6159026026725769
636,13.138612747192383,0.6515020728111267,13.877939224243164,0.6911633014678955,13.472347259521484,0.6839801073074341,13.354554176330566,0.6773583889007568,13.105587005615234,0.6522930264472961,13.59129524230957,0.6969823837280273
637,31.235740661621094,0.942547082901001,31.688175201416016,0.9420842528343201,30.873157501220703,0.9412564039230347,31.953048706054688,0.9435417652130127,30.84986114501953,0.9427930116653442,32.53459167480469,0.9550184011459351
638,27.226318359375,0.9070942997932434,27.967138290405273,0.9052860736846924,27.796878814697266,0.909741222858429,28.39525604248047,0.9172518253326416,27.310596466064453,0.9102662205696106,28.559152603149414,0.9266149401664734
639,25.642822265625,0.9207816123962402,26.376598358154297,0.9245681166648865,25.752094268798828,0.9222300052642822,26.743783950805664,0.9331506490707397,26.13736915588379,0.9267513751983643,23.390111923217773,0.8998060822486877
640,31.528642654418945,0.9372057318687439,31.723873138427734,0.9344697594642639,31.386205673217773,0.9379171133041382,32.5140266418457,0.9410138726234436,31.10047149658203,0.9341527223587036,33.15708541870117,0.9443489909172058
641,30.15831184387207,0.8896570205688477,30.24745750427246,0.8897925615310669,30.136812210083008,0.8900167346000671,30.277549743652344,0.8940759301185608,30.107158660888672,0.8929487466812134,30.336835861206055,0.9102262258529663
642,30.42557716369629,0.9032369256019592,30.566448211669922,0.9076827764511108,30.515186309814453,0.9062269926071167,30.425464630126953,0.9062680602073669,30.112548828125,0.9019481539726257,30.71535873413086,0.9176785945892334
643,29.483707427978516,0.8638178706169128,29.569358825683594,0.8673502206802368,29.62704086303711,0.8632464408874512,29.74211883544922,0.8735669255256653,29.436660766601562,0.862928032875061,29.852025985717773,0.8831226825714111
644,28.389801025390625,0.8462004065513611,28.48675537109375,0.8564315438270569,28.579425811767578,0.8542163968086243,28.558958053588867,0.856730043888092,28.425275802612305,0.8495096564292908,28.352373123168945,0.8648037314414978
645,30.025236129760742,0.9011290669441223,30.056812286376953,0.9028744101524353,30.213754653930664,0.9053134322166443,30.288278579711914,0.9069036245346069,30.056447982788086,0.9021540284156799,30.24325942993164,0.9114440083503723
646,28.480915069580078,0.8437645435333252,28.69310188293457,0.8505795001983643,28.761837005615234,0.8539032936096191,28.794858932495117,0.8563545942306519,28.535625457763672,0.8476578593254089,28.8558406829834,0.8644566535949707
647,30.913742065429688,0.8871235251426697,31.121566772460938,0.887214720249176,30.96401596069336,0.8815403580665588,31.081241607666016,0.8912732005119324,30.94576644897461,0.8858963847160339,31.17906951904297,0.9057572484016418
648,30.367431640625,0.8959267139434814,30.565338134765625,0.8989667892456055,30.316627502441406,0.8952606916427612,30.36350440979004,0.899644136428833,30.3256778717041,0.8986994624137878,30.49335479736328,0.9130311012268066
649,28.191734313964844,0.8701160550117493,28.625194549560547,0.8831712007522583,28.373146057128906,0.8773127198219299,28.64213752746582,0.8843448758125305,28.222902297973633,0.8730630874633789,28.647693634033203,0.8893657326698303
650,25.92995834350586,0.7756565809249878,25.984607696533203,0.7812376022338867,25.949989318847656,0.7820263504981995,26.16897201538086,0.793255090713501,26.04693603515625,0.7814105749130249,26.299949645996094,0.8139321804046631
